Time(s),AE02-EQ1-psaNorthSouth(g),AE02-EQ1-psaEastWest(g),AU11-EQ5-psaNorthSouth(g),AU11-EQ5-psaEastWest(g),CE23-EQ12-psaNorthSouth(g),CE23-EQ12-psaEastWest(g),CE32-EQ13-psaNorthSouth(g),CE32-EQ13-psaEastWest(g),CP28-EQ20-psaNorthSouth(g),CP28-EQ20-psaEastWest(g),DM12-EQ23-psaNorthSouth(g),DM12-EQ23-psaEastWest(g),NZ20-EQ43-psaNorthSouth(g),NZ20-EQ43-psaEastWest(g),NZ31-EQ44-psaNorthSouth(g),NZ31-EQ44-psaEastWest(g),PD42-EQ46-psaNorthSouth(g),PD42-EQ46-psaEastWest(g),TH35-EQ52-psaNorthSouth(g),TH35-EQ52-psaEastWest(g),XO36-EQ60-psaNorthSouth(g),XO36-EQ60-psaEastWest(g)
3.910,0.143215394,0.143509967,0.108900232,0.14229257,0.123437115,0.136225009,0.144241481,0.122148532,0.008341848,0.012857198,0.033213427,0.094960111,0.121349664,0.104506259,0.051052099,0.137728277,0.098483356,0.176798561,0.132771694,0.160577438,0.119168461,0.211459001
3.920,0.143720064,0.144664763,0.110747117,0.144171355,0.124714664,0.137443226,0.144607612,0.122420272,0.008295648,0.012902015,0.033030818,0.094142757,0.122540979,0.10447212,0.050825212,0.136879976,0.098084673,0.177671161,0.132288074,0.158474286,0.116950866,0.211962895
3.930,0.144167615,0.145792434,0.112505176,0.145946315,0.125904104,0.138609175,0.144893359,0.122660474,0.008248155,0.012937723,0.032869037,0.093316316,0.123735678,0.1043963,0.050597291,0.135962697,0.097485391,0.178453756,0.131753131,0.156385218,0.114727472,0.212299103
3.940,0.144559884,0.146891889,0.114164242,0.147630103,0.127012186,0.139721824,0.145095681,0.122867141,0.008199493,0.012967833,0.032725553,0.092488041,0.12492316,0.104289042,0.050367008,0.134976644,0.096700609,0.179148294,0.13116596,0.154299658,0.112809021,0.212434006
3.950,0.144899258,0.147961928,0.115714619,0.14999311,0.128038158,0.140780204,0.145211938,0.123054239,0.008149787,0.012989627,0.032599265,0.091656787,0.126091733,0.1041363,0.050132747,0.133920656,0.095811215,0.179756411,0.130529017,0.152218461,0.111516952,0.212393874
3.960,0.145188671,0.149003366,0.117147134,0.153003624,0.128980674,0.141787717,0.145240064,0.123205725,0.008099168,0.013002499,0.032489347,0.09081973,0.127228583,0.103957085,0.049892797,0.132795423,0.095865744,0.180280354,0.129844723,0.150165251,0.110195708,0.212147013
3.970,0.145431546,0.150358337,0.118459636,0.155880394,0.129843456,0.142744705,0.145588519,0.123326259,0.00804796,0.013006507,0.032395502,0.089984492,0.128320183,0.103735637,0.04964555,0.13160131,0.095861678,0.180724308,0.129115477,0.148124432,0.108846412,0.211717982
3.980,0.145631774,0.152135074,0.119641839,0.158609234,0.130635831,0.143645899,0.146397762,0.12375513,0.007996605,0.013005683,0.032313965,0.089140287,0.129352681,0.103481611,0.049389652,0.130342496,0.095826387,0.181098373,0.128343604,0.146100634,0.107478461,0.211083629
3.990,0.145793646,0.153831896,0.120685262,0.161180437,0.131353227,0.144490488,0.147082117,0.124248151,0.007944693,0.012996245,0.032243891,0.088301769,0.130319857,0.10319524,0.049224993,0.129018685,0.096587232,0.181402763,0.127531281,0.144107952,0.106090887,0.210260479
4.000,0.145921729,0.155430523,0.121596159,0.163577247,0.131998776,0.145286714,0.147643992,0.124694693,0.007892347,0.01297808,0.032183657,0.08745436,0.131205127,0.102870112,0.049685016,0.127624399,0.097288517,0.181629789,0.126680586,0.142144493,0.104679633,0.20923685
4.010,0.146020865,0.156929165,0.122358998,0.165786543,0.132580317,0.146027792,0.148544973,0.125100506,0.007839684,0.012951939,0.032129782,0.086610361,0.131991427,0.102522192,0.050110917,0.126163299,0.097917065,0.181775275,0.125793505,0.140209035,0.103257299,0.20801631
4.020,0.14609602,0.158367989,0.122982037,0.167795984,0.133100726,0.146710259,0.149313863,0.125461483,0.007786817,0.012920597,0.032082042,0.085760762,0.133571988,0.102138502,0.050501823,0.124635943,0.098459506,0.18183354,0.124871828,0.138305281,0.10181897,0.206602273
4.030,0.146152275,0.160213185,0.123452809,0.169600351,0.133558974,0.147342183,0.149936447,0.125775679,0.007733853,0.012880658,0.032036537,0.084911529,0.135505331,0.101723445,0.050857322,0.123037614,0.098916003,0.181799327,0.123917098,0.136438195,0.100364842,0.207095423
4.040,0.146194736,0.162031193,0.123780262,0.171191538,0.133958026,0.147919096,0.150404519,0.126043276,0.007680891,0.012832184,0.031991882,0.084060236,0.137352426,0.101284027,0.05117759,0.121373605,0.099269792,0.181670112,0.12293068,0.134616528,0.098906942,0.208581539
4.050,0.1462284,0.163801712,0.123953623,0.172554478,0.134309006,0.148436014,0.150720948,0.12626449,0.007628023,0.012777084,0.031946555,0.083206176,0.139100815,0.100809694,0.051463496,0.119642414,0.099514586,0.181444656,0.121913868,0.132834914,0.097432548,0.2100121
4.060,0.146258137,0.165517647,0.123983319,0.173688545,0.134606363,0.148905737,0.150893378,0.126439595,0.007575331,0.0127158,0.031897157,0.082353646,0.140734414,0.100313099,0.051716678,0.119485241,0.09964566,0.181120886,0.12086788,0.131096101,0.095961315,0.211369551
4.070,0.146288607,0.167267903,0.123860935,0.174590617,0.134851496,0.149316286,0.150913935,0.126571207,0.007522892,0.012646169,0.031842253,0.081495033,0.142242946,0.099787431,0.051939555,0.119341242,0.099662679,0.181483522,0.119793771,0.12940259,0.094476891,0.212662192
4.080,0.14632797,0.169162012,0.123597146,0.175246405,0.135050624,0.149671893,0.150787071,0.126661143,0.007470773,0.012568292,0.031781344,0.080641696,0.143614322,0.099233017,0.052135327,0.119173029,0.09955703,0.181753981,0.118692421,0.127756637,0.092998838,0.213887574
4.090,0.146379107,0.170916761,0.123190042,0.175665165,0.135205963,0.149976233,0.150521877,0.12670583,0.007419034,0.012485433,0.031711213,0.079781668,0.144841896,0.098660336,0.053012176,0.118980481,0.09932591,0.181912884,0.117564502,0.126160257,0.091511845,0.215039715
4.100,0.146443585,0.17252794,0.122647603,0.17583523,0.135314011,0.150858725,0.150111821,0.126705734,0.007367726,0.012395316,0.03163046,0.078925079,0.146284516,0.098059307,0.053943765,0.11876664,0.098967586,0.181968127,0.116411975,0.124615228,0.090035331,0.21613054
4.110,0.146524706,0.173991693,0.121976214,0.175753658,0.135376116,0.152056119,0.149560226,0.126661357,0.007316896,0.012297263,0.031537865,0.078065084,0.147812834,0.097437401,0.054877824,0.118528367,0.09869712,0.181911546,0.115235262,0.1231231,0.08855634,0.217140652
4.120,0.146625305,0.175310013,0.121177068,0.175432984,0.135401322,0.153136033,0.148880457,0.126573266,0.007266582,0.012192192,0.031432341,0.077204584,0.149162844,0.096796565,0.055807016,0.118265731,0.098766898,0.181744405,0.114033463,0.121685198,0.087085607,0.218094771
4.130,0.146747728,0.176476386,0.120266794,0.174860287,0.13538276,0.154094086,0.14806687,0.1264421,0.007216817,0.012082519,0.0313129,0.076345056,0.150320836,0.096130041,0.056725477,0.117978933,0.098706118,0.181472767,0.112806973,0.120302631,0.085623089,0.218962385
4.140,0.146894195,0.177484175,0.119244433,0.174048833,0.135320422,0.154926221,0.147123997,0.126268576,0.007167627,0.011965328,0.031178656,0.075481161,0.151275861,0.095449195,0.057628191,0.117668272,0.098516417,0.181083975,0.11155619,0.118976298,0.084165015,0.219777706
4.150,0.147071586,0.178329398,0.118118376,0.173000937,0.135214092,0.15562852,0.146057054,0.126053461,0.007119035,0.011840807,0.031028864,0.074622558,0.152030377,0.094746493,0.058510981,0.117334128,0.098202837,0.1805952,0.110281521,0.117706896,0.082725189,0.220503415
4.160,0.147274165,0.17900908,0.116897857,0.171716538,0.135070354,0.15619743,0.144876765,0.125801457,0.007071059,0.011711429,0.030862925,0.073758946,0.152569225,0.094023996,0.059371428,0.116976937,0.097768266,0.179994794,0.10898337,0.116494929,0.081295892,0.221179021
4.170,0.147501888,0.1795216,0.115594042,0.170219038,0.134881169,0.156630264,0.143583351,0.125509163,0.007023711,0.011576415,0.030826224,0.07289877,0.152906728,0.093288186,0.060207725,0.116597157,0.097214273,0.179280774,0.107662214,0.115340716,0.079878135,0.221765525
4.180,0.147754131,0.179873658,0.114212257,0.16850069,0.134645497,0.156925496,0.142182291,0.125177406,0.006977002,0.011455204,0.030985726,0.072037039,0.153028206,0.092529684,0.061016426,0.116195204,0.096545716,0.178467697,0.106318959,0.114244399,0.078481009,0.222302304
4.190,0.148029693,0.180058276,0.11276221,0.166726547,0.134362539,0.157082691,0.140680068,0.124806932,0.006930938,0.01135466,0.031133159,0.071175047,0.15294998,0.09176265,0.061795886,0.115771486,0.095767517,0.177548686,0.104958477,0.113205953,0.077102773,0.222753812
4.200,0.14832681,0.180377667,0.111381426,0.165168221,0.134034266,0.157102279,0.139083558,0.124398437,0.006885522,0.011336664,0.031271338,0.070315757,0.152732069,0.090976024,0.062546938,0.115326387,0.094884358,0.176521684,0.103576949,0.112225192,0.075742253,0.223154567
4.210,0.148643209,0.180649052,0.110059666,0.163432481,0.133659909,0.156985162,0.137399603,0.123952623,0.006840756,0.011318151,0.031393942,0.06945288,0.152317085,0.090177299,0.063269221,0.114860324,0.093900668,0.175389881,0.102175083,0.111301783,0.074401611,0.223475056
4.220,0.148976107,0.180812769,0.108695745,0.161522386,0.13342663,0.156732326,0.135635419,0.123470179,0.006796636,0.011297383,0.0315009,0.068596647,0.151715657,0.089365882,0.063960236,0.114373739,0.09282032,0.174167482,0.100753639,0.11043525,0.073086014,0.22374369
4.230,0.149322704,0.180865245,0.107298959,0.159447039,0.133351847,0.156344772,0.133798358,0.122951818,0.006753157,0.011274365,0.031593618,0.067737325,0.150922589,0.088539378,0.064622635,0.11386888,0.091646946,0.172844252,0.099318238,0.109624983,0.071797156,0.223935474
4.240,0.149678975,0.181032157,0.1058784,0.157222724,0.133224975,0.155823477,0.131895958,0.122398332,0.006710312,0.011249109,0.031666696,0.06688136,0.149966871,0.08770631,0.065256582,0.113344479,0.090384176,0.171423385,0.097866771,0.10887025,0.070533099,0.224076697
4.250,0.150039189,0.181835868,0.104448912,0.154856086,0.133033624,0.155169644,0.129935972,0.121810578,0.00666809,0.011221628,0.031723841,0.066026329,0.148847044,0.086855892,0.065860819,0.112801009,0.089629389,0.169908211,0.096398485,0.1081702,0.069295545,0.224141957
4.260,0.15039919,0.182537328,0.10301638,0.152354018,0.132787508,0.154384856,0.127932373,0.121189777,0.006626478,0.011192917,0.031760906,0.065171637,0.147587717,0.086003629,0.066441606,0.112239136,0.089069446,0.168310948,0.095681657,0.107528533,0.068086065,0.224161213
4.270,0.150755397,0.183123634,0.101589638,0.149726714,0.132470649,0.1534712,0.125889769,0.120539819,0.006590293,0.011162983,0.031778651,0.064522754,0.14620002,0.085134597,0.066997073,0.111659592,0.08842972,0.16662915,0.095730751,0.106939715,0.066906096,0.224104281
4.280,0.151101317,0.183608706,0.100183064,0.146989146,0.13209492,0.15243138,0.123815169,0.119858383,0.0065804,0.011130858,0.031777087,0.064187387,0.144697166,0.084263303,0.067531182,0.111063157,0.08771048,0.164863284,0.095677201,0.106402396,0.065756983,0.224007625
4.290,0.151431065,0.183974575,0.098801035,0.144148223,0.131644891,0.151268779,0.121722054,0.119146635,0.00656663,0.011096567,0.031754014,0.063843866,0.14310423,0.083377411,0.068049086,0.110450606,0.086913421,0.163017131,0.09552269,0.105915299,0.064639929,0.223835851
4.300,0.151738435,0.184235538,0.097450891,0.141212006,0.13112966,0.149988427,0.11961951,0.118405936,0.006550222,0.011060135,0.031712196,0.063497305,0.141431876,0.082490398,0.068551115,0.109822647,0.086040341,0.161098018,0.095268472,0.105477065,0.063556188,0.223629297
4.310,0.152016965,0.184379113,0.096146452,0.138760765,0.130538656,0.148859071,0.117512505,0.117637785,0.006530339,0.011068957,0.031647255,0.063146833,0.139696769,0.081590255,0.069045693,0.109179874,0.085094199,0.159114453,0.09491879,0.105086266,0.062507523,0.223351967
4.320,0.152259952,0.184412352,0.094887848,0.137973054,0.129876528,0.148486313,0.115416838,0.116843727,0.006507268,0.011078695,0.031564482,0.062788599,0.137915973,0.080690642,0.069534561,0.108522761,0.084081333,0.157062266,0.094923176,0.104741407,0.061493313,0.223041223
4.330,0.152471522,0.184336028,0.093680793,0.137153072,0.129138455,0.148067396,0.113335233,0.116025277,0.006481397,0.011087318,0.031457681,0.062429065,0.13610524,0.079780183,0.070021821,0.107851725,0.082997357,0.154945487,0.095186361,0.104440935,0.060514312,0.222665494
4.340,0.152636178,0.184144508,0.092529449,0.136305116,0.128323989,0.147603332,0.111277669,0.115183908,0.006453005,0.011094815,0.031333551,0.062064461,0.134280092,0.079189042,0.070515676,0.107167151,0.081850003,0.152770679,0.095351863,0.104185542,0.059571182,0.222258838
4.350,0.153016749,0.183853621,0.091436487,0.135433764,0.12743523,0.14709527,0.109256609,0.114321113,0.006422071,0.011101176,0.031186303,0.061692574,0.132453996,0.078779929,0.071015633,0.106469403,0.080639205,0.15054833,0.095422649,0.103973098,0.058664465,0.22179211
4.360,0.154104422,0.183447496,0.090403092,0.134543633,0.12646537,0.146544468,0.107274769,0.113438365,0.00638902,0.011106395,0.031020605,0.061320129,0.130639021,0.078294506,0.07152757,0.105758819,0.079371208,0.148273621,0.095409199,0.103799839,0.057794587,0.221297227
4.370,0.155160768,0.182943453,0.089429021,0.133638914,0.125425135,0.145954542,0.105340579,0.112537073,0.006354225,0.011110466,0.030834198,0.060942607,0.128848196,0.077732375,0.072054095,0.105035718,0.078046818,0.145950875,0.095306857,0.103664019,0.05696315,0.220746993
4.380,0.156182309,0.182332679,0.088512694,0.132726535,0.124303599,0.1453294,0.103461581,0.111618612,0.006317826,0.011113387,0.030628282,0.060558357,0.127097411,0.077472966,0.072593716,0.104300421,0.076675181,0.144697706,0.095119378,0.103563866,0.05616948,0.22017051
4.390,0.157168044,0.181616665,0.087651289,0.13180393,0.123110703,0.144665804,0.10164436,0.110684291,0.006280456,0.011115155,0.030404632,0.060173223,0.125386779,0.077547095,0.073153058,0.103553294,0.075254032,0.143405799,0.094854832,0.103497588,0.055413547,0.219544312
4.400,0.158102483,0.180807925,0.086840857,0.130867483,0.121843477,0.143965086,0.09989456,0.109735343,0.006241824,0.011115771,0.030160479,0.059784193,0.123747238,0.077596381,0.073917756,0.102794779,0.073794601,0.142061382,0.094515829,0.10346338,0.054695331,0.218891998
4.410,0.158990567,0.179894092,0.086076452,0.129915046,0.120501635,0.143228592,0.098216817,0.108773011,0.006226662,0.011115237,0.029902047,0.059389046,0.122252171,0.077616055,0.074692402,0.102025384,0.072297372,0.140667174,0.094104183,0.10345943,0.054014679,0.218197299
4.420,0.159817758,0.178885511,0.085352265,0.128944586,0.119097016,0.142465724,0.096614743,0.107798511,0.006245804,0.011113558,0.029624077,0.058991633,0.120829888,0.077605719,0.075474289,0.101245699,0.070765672,0.139231345,0.093624727,0.10348392,0.053371376,0.217474883
4.430,0.160585195,0.177785914,0.08466179,0.127954287,0.117623027,0.141670693,0.095090914,0.106815467,0.006264383,0.01111074,0.029331878,0.058592644,0.119486728,0.077573721,0.076257961,0.100456404,0.069209842,0.137749363,0.09308335,0.103535038,0.052765097,0.216719032
4.440,0.161281496,0.176588933,0.083997967,0.12694244,0.116084851,0.140844378,0.093646923,0.105823466,0.006282393,0.011106789,0.029023835,0.058188179,0.118223894,0.077514088,0.077042477,0.099658287,0.067859245,0.136223638,0.092487936,0.103610974,0.052195433,0.21593261
4.450,0.161907936,0.17530508,0.083353321,0.125907413,0.114493281,0.13999373,0.092283393,0.10482287,0.006299825,0.011101715,0.028700322,0.057779088,0.117034067,0.077426799,0.077821171,0.098852226,0.066741487,0.134656605,0.091839926,0.103709931,0.051661876,0.215122701
4.460,0.162449901,0.173938791,0.082720141,0.124847446,0.112845378,0.139118972,0.091001978,0.103814723,0.006316668,0.011095527,0.028365733,0.05737176,0.115921437,0.077318909,0.078677651,0.098039181,0.065599963,0.133050803,0.091144816,0.103830126,0.051163843,0.214278603
4.470,0.162914917,0.172484755,0.082090636,0.123764739,0.111146711,0.13821707,0.089802624,0.102800029,0.006332909,0.011088236,0.028016524,0.056959609,0.114873262,0.077187431,0.079561417,0.097220108,0.064435657,0.131409316,0.090408125,0.103969794,0.050700663,0.213421468
4.480,0.163283973,0.170953288,0.081457091,0.122657703,0.1094037,0.137296323,0.088680178,0.101780507,0.006348533,0.011080148,0.027656816,0.056542908,0.113884587,0.077030836,0.08042425,0.096945671,0.06324812,0.129739409,0.089635364,0.104127188,0.050274659,0.212528053
4.490,0.163564211,0.169350007,0.080811994,0.121522029,0.107626054,0.136353514,0.087631612,0.100760184,0.006363525,0.011071686,0.027287074,0.056125343,0.112947584,0.076854159,0.081260465,0.096694099,0.062045164,0.128038059,0.090389878,0.104300585,0.04988209,0.211628145
4.500,0.163743437,0.167669958,0.080148171,0.12036188,0.105815445,0.135386682,0.086656767,0.099736061,0.006377869,0.011062154,0.026906189,0.055707135,0.112048807,0.07665792,0.082063504,0.09643982,0.060822891,0.126307774,0.091217127,0.104488288,0.049521876,0.210697584
4.510,0.163818379,0.16592579,0.079458939,0.119175711,0.103978761,0.134405645,0.0857492,0.098709038,0.006391548,0.011051563,0.026518375,0.055285019,0.111181356,0.076439684,0.082827458,0.096176997,0.059589616,0.124551114,0.091950053,0.104688623,0.049193048,0.209755321
4.520,0.163793095,0.164117787,0.078738204,0.117961179,0.102123092,0.133402739,0.084902072,0.097682692,0.006404546,0.011039928,0.026123418,0.054859259,0.110833038,0.076201274,0.083546681,0.095903144,0.058342594,0.122770715,0.092594169,0.104899948,0.048894587,0.208793496
4.530,0.163655221,0.162242837,0.07798097,0.116722702,0.100255675,0.132378195,0.084109854,0.096658281,0.006417384,0.011027263,0.025720982,0.054434185,0.110951784,0.075948991,0.084215938,0.095630051,0.057088283,0.121613956,0.093145933,0.10512065,0.048625403,0.207815199
4.540,0.163408441,0.160312556,0.077185671,0.115456482,0.098383821,0.131341146,0.08337058,0.095633317,0.006429629,0.011013582,0.025313528,0.054008222,0.111022824,0.075679123,0.084830549,0.095346282,0.055828,0.120499974,0.093609863,0.105349146,0.048384332,0.206827554
4.550,0.163054065,0.15832615,0.076345226,0.114164964,0.096514869,0.130284417,0.082673813,0.094611932,0.006441148,0.010998901,0.024903669,0.053579226,0.111050846,0.075392701,0.085387385,0.09505451,0.054694103,0.119367317,0.093991747,0.105583886,0.048170214,0.205819317
4.560,0.162585197,0.156281832,0.075456575,0.112850667,0.094656117,0.129208786,0.082012868,0.093594028,0.006451925,0.010983235,0.024490037,0.05314745,0.111044557,0.075090377,0.085884412,0.094761976,0.053891391,0.118216457,0.094291371,0.105823356,0.047982946,0.204810846
4.570,0.162002701,0.154184777,0.07451757,0.111509013,0.092818453,0.128122767,0.081381167,0.092577343,0.006461946,0.0109666,0.02407395,0.052715598,0.110998624,0.074772895,0.086316786,0.094459676,0.053079616,0.117048736,0.094513324,0.106066073,0.047821376,0.203780866
4.580,0.161311782,0.152044584,0.073530988,0.110149011,0.091007616,0.127021367,0.080772103,0.091568677,0.006471197,0.010949011,0.023656993,0.052284842,0.110912436,0.074443863,0.08668249,0.094151284,0.052259349,0.115867471,0.094662321,0.106310596,0.047682762,0.202753496
4.590,0.160512243,0.149855625,0.072994542,0.108765783,0.089228926,0.12590487,0.08017917,0.090562066,0.006479664,0.010930484,0.023242362,0.051851875,0.110787217,0.074098919,0.086980247,0.09442712,0.051430117,0.114669928,0.094745365,0.106555518,0.047565749,0.201709755
4.600,0.159602654,0.147621259,0.072418592,0.107359199,0.087492604,0.124782808,0.079596011,0.089560683,0.006487335,0.010911037,0.022828824,0.051416937,0.110622854,0.073737441,0.087217835,0.095032378,0.050592693,0.113456624,0.094764538,0.106801359,0.047468991,0.200664475
4.610,0.158584978,0.145345047,0.071788789,0.105933553,0.085806346,0.123647527,0.0790165,0.088564491,0.006494507,0.010890688,0.022417605,0.050980257,0.110421937,0.073364149,0.087645306,0.095600319,0.049747779,0.112228145,0.094723664,0.107048229,0.047391091,0.199610805
4.620,0.157461413,0.14303778,0.07110379,0.104490315,0.084174063,0.122503659,0.078434702,0.087570651,0.006501245,0.010869453,0.022009889,0.050546359,0.110180438,0.072976656,0.087993046,0.096411213,0.048896382,0.110985143,0.094626779,0.10729187,0.047330652,0.198551662
4.630,0.156234419,0.141432072,0.070363022,0.103027237,0.082605867,0.121353336,0.077845129,0.086583476,0.006507152,0.010847352,0.021606819,0.050112128,0.109895525,0.072571244,0.088261246,0.097676734,0.048041636,0.109730364,0.094477684,0.107531033,0.047286269,0.197491437
4.640,0.154906743,0.14024563,0.069566662,0.101545728,0.0811055,0.120192204,0.077242645,0.085600372,0.006512216,0.010824405,0.021209492,0.049676676,0.109566697,0.072158033,0.088454611,0.098960986,0.047181599,0.108467179,0.09427979,0.107764517,0.047256514,0.196422304
4.650,0.15370704,0.139030902,0.068715604,0.10004716,0.079676555,0.119027043,0.076622592,0.084620405,0.006516425,0.010800632,0.020818952,0.049240217,0.109199898,0.071725759,0.088574319,0.100250419,0.046317012,0.107191947,0.094036142,0.107991165,0.04723999,0.195358471
4.660,0.153369555,0.13778848,0.067812082,0.098532896,0.07832901,0.117854305,0.075980789,0.083649471,0.006519767,0.010776055,0.02043649,0.048802964,0.108802599,0.071283894,0.08862165,0.101536271,0.045448655,0.105905571,0.093749389,0.108213309,0.04723528,0.194283364
4.670,0.152927646,0.136519872,0.066858296,0.097004278,0.077062695,0.116672788,0.075465682,0.082682953,0.006522706,0.010750695,0.020062936,0.048368904,0.108376167,0.070825117,0.088600849,0.10280015,0.044580311,0.104609001,0.09392172,0.108430229,0.047240958,0.19321843
4.680,0.152381092,0.13522658,0.065856135,0.095463084,0.075880526,0.115885619,0.075081716,0.08172634,0.006524995,0.010724575,0.019698732,0.04793537,0.107916371,0.070356901,0.088519562,0.104033297,0.043710139,0.103307636,0.094323755,0.108637413,0.047255657,0.192143323
4.690,0.151738434,0.133914544,0.064808835,0.094490474,0.074784969,0.115322821,0.074672735,0.080778261,0.006526381,0.01069772,0.019458364,0.047501504,0.107420031,0.069873078,0.088378715,0.105222374,0.042838464,0.102000058,0.094711852,0.108833887,0.047277971,0.191077482
4.700,0.150992458,0.132582685,0.063720093,0.093599743,0.073777383,0.114744454,0.074235467,0.079843987,0.006526852,0.010670154,0.019235213,0.047067498,0.106888349,0.069380754,0.08818358,0.106359806,0.041968006,0.100685022,0.095085549,0.109018747,0.047306544,0.19000473
4.710,0.150144505,0.131230772,0.062593973,0.092708932,0.072858033,0.114150827,0.073767115,0.078924212,0.006526878,0.010641901,0.019008488,0.046633541,0.10632581,0.068874067,0.087939785,0.107432181,0.041099439,0.099363587,0.0954484,0.109199467,0.047340031,0.18894103
4.720,0.149199015,0.129860148,0.061434861,0.091818394,0.072026905,0.113542294,0.073265381,0.078020744,0.006526208,0.010612988,0.018777573,0.04620147,0.105732854,0.068359786,0.087654371,0.108433537,0.040231562,0.098038606,0.095800754,0.109367087,0.047377115,0.187872222
4.730,0.148162034,0.128472051,0.060247386,0.090928463,0.071281631,0.112919268,0.072728459,0.077135358,0.006524585,0.01058344,0.018542724,0.045772327,0.105107737,0.067832701,0.087332919,0.109358025,0.039368376,0.096713382,0.096137698,0.109520817,0.047416504,0.186813415
4.740,0.147029702,0.127070031,0.059036363,0.090039493,0.070619154,0.112282205,0.072155025,0.076269235,0.006522568,0.010553283,0.018304205,0.045343631,0.104450703,0.067298502,0.086979791,0.110196666,0.038976568,0.09538459,0.096458907,0.109661594,0.047456942,0.185749867
4.750,0.145804862,0.12565546,0.05780671,0.089151887,0.070035939,0.111632717,0.071545333,0.075423134,0.006519737,0.010522543,0.018062284,0.044915549,0.103762885,0.066753914,0.086600643,0.110944581,0.038823331,0.094053268,0.096768671,0.109794755,0.047497197,0.184697798
4.760,0.144498179,0.124227125,0.056564722,0.088266362,0.069527633,0.110970832,0.070899376,0.074812956,0.006516377,0.01049163,0.017817287,0.044488243,0.103045454,0.066201774,0.086200803,0.111597722,0.038663176,0.092720439,0.097066899,0.109912139,0.047536086,0.183640999
4.770,0.143106419,0.122786218,0.055315406,0.087385141,0.069089144,0.110296519,0.070215874,0.074324287,0.006512296,0.010460627,0.017571345,0.04406187,0.102296544,0.065642905,0.085785235,0.112152987,0.038501765,0.091390946,0.097348736,0.110013134,0.047572446,0.182596188
4.780,0.141867564,0.121333861,0.054062751,0.086506887,0.068714734,0.109610217,0.06949532,0.073859934,0.006507935,0.010429104,0.017322735,0.043638719,0.101515657,0.065074709,0.085358422,0.112608202,0.038333263,0.090062518,0.09761398,0.110104813,0.047606962,0.181547278
4.790,0.141352584,0.1198714,0.052811494,0.085632058,0.06839811,0.108912305,0.068738577,0.073412748,0.006503048,0.010397084,0.017071744,0.043218227,0.100703609,0.064504149,0.084924272,0.112962004,0.038163204,0.088734976,0.09787045,0.110181578,0.047637971,0.180509592
4.800,0.140762264,0.11840378,0.051688225,0.084761091,0.06813253,0.108203099,0.067946872,0.072977695,0.006497579,0.010364591,0.01681866,0.042798978,0.099862232,0.063923588,0.084486032,0.113214968,0.037986244,0.087649303,0.098111867,0.110240539,0.047663476,0.179468614
4.810,0.140093474,0.116930044,0.050580994,0.083894887,0.067910898,0.107482892,0.067123969,0.072550527,0.006491632,0.010331646,0.016563772,0.042381107,0.098994944,0.063340061,0.084046162,0.113367082,0.037807796,0.086724705,0.098336355,0.110287686,0.047682487,0.178438593
4.820,0.139346688,0.11544999,0.049472295,0.083036544,0.067729586,0.106751978,0.066317299,0.072128339,0.006484958,0.010298269,0.016307374,0.041964742,0.098104791,0.062746799,0.083606411,0.113419282,0.037623358,0.085803397,0.098547322,0.110320467,0.047694067,0.177405821
4.830,0.138531255,0.113964678,0.04836625,0.082183668,0.06757809,0.106010695,0.065643647,0.07170918,0.006477686,0.010264477,0.016049756,0.041550004,0.097189613,0.062151407,0.083167743,0.113373915,0.037436248,0.084885423,0.098747864,0.110334355,0.047697329,0.176383843
4.840,0.137640505,0.112475239,0.0472669,0.081338468,0.067448793,0.105260703,0.064934972,0.071293621,0.006469386,0.010230289,0.015791211,0.041137833,0.096250061,0.061545657,0.082730405,0.113234256,0.037245348,0.083970762,0.098931344,0.11033619,0.047691978,0.175360051
4.850,0.136677847,0.110986029,0.04618018,0.080503528,0.067337975,0.104503542,0.064193136,0.070878647,0.006460768,0.010195718,0.015532567,0.040729732,0.095286575,0.060939419,0.08229385,0.113004408,0.037050443,0.083059239,0.099097933,0.110322478,0.047680377,0.174346391
4.860,0.135653775,0.109496098,0.045107472,0.079679453,0.067237171,0.103737314,0.063420266,0.070463834,0.00645116,0.01016078,0.015340427,0.040323483,0.09430002,0.060324495,0.081856787,0.112689428,0.036853195,0.082150502,0.099257656,0.110289092,0.047658247,0.173332497
4.870,0.134562896,0.108004765,0.044051901,0.078866737,0.067139624,0.102962424,0.062618682,0.070048835,0.006440575,0.010125484,0.015228707,0.039919188,0.093297696,0.059706565,0.081417269,0.112295461,0.036653694,0.081244058,0.099400351,0.110245394,0.047624903,0.172327329
4.880,0.133408534,0.106512746,0.043019806,0.078067291,0.067041351,0.10217929,0.061790846,0.069633359,0.006429693,0.010089842,0.015128971,0.039516943,0.092274363,0.059084037,0.080972583,0.112150154,0.03645195,0.080339294,0.09952605,0.11018349,0.047579704,0.171324149
4.890,0.132194083,0.105020793,0.042010638,0.077278856,0.066935074,0.101388347,0.060939355,0.069217215,0.006417834,0.010053862,0.015040685,0.039116841,0.091231478,0.058456208,0.080519417,0.113150696,0.036248753,0.079435643,0.099643271,0.110103198,0.047523252,0.170327594
