Time(s),AO24-EQ3-psaNorthSouth(g),AO24-EQ3-psaEastWest(g),CH84-EQ14-psaNorthSouth(g),CH84-EQ14-psaEastWest(g),ES57-EQ27-psaNorthSouth(g),ES57-EQ27-psaEastWest(g),IB22-EQ33-psaNorthSouth(g),IB22-EQ33-psaEastWest(g),JC54-EQ35-psaNorthSouth(g),JC54-EQ35-psaEastWest(g),LI33-EQ36-psaNorthSouth(g),LI33-EQ36-psaEastWest(g),LV17-EQ38-psaNorthSouth(g),LV17-EQ38-psaEastWest(g),MI15-EQ40-psaNorthSouth(g),MI15-EQ40-psaEastWest(g),SI53-EQ50-psaNorthSouth(g),SI53-EQ50-psaEastWest(g),UC44-EQ56-psaNorthSouth(g),UC44-EQ56-psaEastWest(g)
4.220,0.014088268,0.022967277,0.019602073,0.045756311,0.014351041,0.025264083,0.023314693,0.038017102,0.025522497,0.035864973,0.034789551,0.04999363,0.014550631,0.024356144,0.033628299,0.037969189,0.024609984,0.030322896,0.01760085,0.030180682
4.230,0.014061316,0.022596718,0.019686592,0.04534879,0.014336289,0.025255337,0.023208043,0.037744126,0.025355446,0.035485001,0.034776809,0.049616708,0.014445833,0.02425883,0.033330888,0.037995346,0.024530496,0.030077335,0.01757103,0.030039454
4.240,0.014032875,0.022221952,0.019771886,0.044935529,0.014320454,0.025223881,0.023102389,0.037469482,0.025180928,0.035103713,0.034757618,0.049240192,0.01444212,0.024161393,0.033027039,0.038015966,0.024450459,0.029832181,0.017532122,0.029888122
4.250,0.014002559,0.021839101,0.019857928,0.044516874,0.014303977,0.025172365,0.022997154,0.037193286,0.024996504,0.034721318,0.034731973,0.048863582,0.01443704,0.024063795,0.032716842,0.038029148,0.024371853,0.029587044,0.017485344,0.029729159
4.260,0.01396909,0.021448961,0.019944692,0.044093179,0.014285848,0.025097928,0.022892289,0.036915654,0.024802269,0.034338018,0.034702948,0.048484217,0.01442919,0.023965995,0.032400404,0.038033063,0.024292915,0.029340897,0.017430336,0.029564303
4.270,0.013933865,0.02105233,0.020032154,0.043664797,0.01426614,0.025002595,0.022787737,0.036636709,0.024602322,0.033954009,0.034668221,0.048102282,0.014418617,0.023867959,0.032077844,0.038027971,0.024213421,0.029093848,0.017365163,0.029389861
4.280,0.013896846,0.020651311,0.020120287,0.043232085,0.01424492,0.024885739,0.02268344,0.036356575,0.024393862,0.033569479,0.034627094,0.047723388,0.014405379,0.023769653,0.031749301,0.03801968,0.024133363,0.028846004,0.017289606,0.029206049
4.290,0.013856546,0.020248072,0.020209064,0.042795398,0.014222256,0.024746797,0.022579334,0.036075453,0.024175828,0.033185234,0.034581168,0.047342587,0.014389543,0.023671044,0.031414926,0.038002535,0.024052728,0.028597476,0.017203655,0.029013675
4.300,0.013814697,0.019840438,0.020298458,0.042357576,0.014198212,0.024586225,0.022475349,0.035796371,0.023948343,0.032803398,0.034531191,0.046959588,0.014372288,0.023573008,0.031074887,0.037976694,0.023972681,0.028348376,0.017110369,0.028817634
4.310,0.013770597,0.019697591,0.020388439,0.041918349,0.014172849,0.024404676,0.022371413,0.035516403,0.023716417,0.032421437,0.034474948,0.046576085,0.014352673,0.023475214,0.030729364,0.037944477,0.02389299,0.028098818,0.017006465,0.028612812
4.320,0.013723049,0.019688971,0.020478976,0.041476053,0.014146223,0.024203433,0.02226745,0.035235682,0.023475276,0.032325562,0.03441359,0.046194679,0.014330704,0.023377028,0.030378555,0.037907512,0.023812638,0.027850839,0.016892011,0.02839945
4.330,0.013674608,0.019677752,0.020570034,0.041031036,0.014118569,0.023982023,0.022163378,0.034954334,0.023225023,0.032454306,0.034348839,0.045811396,0.01430648,0.023278433,0.03002267,0.037862292,0.023731596,0.027602904,0.016767145,0.028177798
4.340,0.013622911,0.019663586,0.020661573,0.040583646,0.014091239,0.02374108,0.022059116,0.03467249,0.022966355,0.03257427,0.034278026,0.045426379,0.014280104,0.023179412,0.029661933,0.037808987,0.02364983,0.027354784,0.016634386,0.027951165
4.350,0.013568494,0.019645133,0.020753551,0.040134225,0.014062776,0.023481258,0.021954578,0.034390275,0.022703025,0.032685528,0.034202705,0.045043276,0.014251687,0.023079953,0.029296579,0.037751653,0.023567369,0.02710659,0.016492575,0.02771911
4.360,0.013512362,0.019622474,0.020845919,0.039683108,0.014033222,0.023317789,0.021849677,0.034107813,0.022431023,0.032789025,0.034123838,0.044660381,0.014221343,0.022980045,0.028929041,0.03768833,0.023486203,0.026858435,0.016341058,0.02747942
4.370,0.013570896,0.019595694,0.020939028,0.039230624,0.014002615,0.023237457,0.021745474,0.033825225,0.022150564,0.032887823,0.034039187,0.044276043,0.014189458,0.022879678,0.028557871,0.037617376,0.023404186,0.026610428,0.016180201,0.027232359
4.380,0.013644505,0.019565091,0.021032707,0.038777096,0.013970988,0.02315657,0.021641211,0.033542625,0.021862114,0.032978148,0.033951378,0.04389126,0.014156726,0.022778845,0.028182741,0.037538966,0.023321279,0.026362679,0.016011185,0.026978199
4.390,0.013717197,0.019533428,0.021126635,0.038322837,0.013938368,0.0230721,0.021536324,0.033260127,0.021569703,0.033060086,0.033859254,0.043509405,0.014122397,0.022678701,0.027803931,0.037458263,0.02323744,0.026115293,0.015835864,0.026720831
4.400,0.013788889,0.019497883,0.021220736,0.037868152,0.013904781,0.02298412,0.021430729,0.032977838,0.021269448,0.033133724,0.033762049,0.04312641,0.014088724,0.022578362,0.027883366,0.037370938,0.023152628,0.025868374,0.015652475,0.026458246
4.410,0.013860719,0.019458554,0.021314927,0.037413339,0.013870245,0.022895274,0.021324342,0.032695858,0.020961629,0.033201527,0.0336629,0.042742418,0.014105013,0.022477529,0.028000225,0.037276613,0.023067012,0.02562278,0.015461557,0.026189262
4.420,0.013932055,0.019415542,0.021409117,0.036958683,0.013834779,0.022803827,0.021217084,0.032415573,0.020646543,0.033263546,0.033558587,0.042459128,0.014119418,0.022376199,0.028111598,0.037175465,0.022982277,0.025378832,0.015263683,0.02591416
4.430,0.014002117,0.01936895,0.021503205,0.03650446,0.01379941,0.022709053,0.021108879,0.032136765,0.020342677,0.033317536,0.033451564,0.04232698,0.014131184,0.022274372,0.028217106,0.037072863,0.022896431,0.02513558,0.015060271,0.025633224
4.440,0.014070781,0.019319409,0.021597085,0.036050937,0.013763684,0.022612477,0.020999656,0.03185847,0.020430668,0.033363602,0.033341004,0.042195439,0.014140397,0.022172049,0.028316583,0.036963888,0.022809433,0.024893118,0.01485267,0.025349146
4.450,0.014137912,0.019268889,0.021690643,0.035599289,0.013727037,0.022514536,0.020889348,0.031580769,0.020518487,0.033401857,0.033226672,0.042062385,0.014147144,0.022069231,0.028411867,0.036848543,0.022721243,0.024651532,0.014639851,0.025061865
4.460,0.014203364,0.019215059,0.021783757,0.035150316,0.013689473,0.022413466,0.020777893,0.03130374,0.020606018,0.033435757,0.033110409,0.041927337,0.014151511,0.021965923,0.028500343,0.036727004,0.022631823,0.024410909,0.014422482,0.024769482
4.470,0.014267118,0.019158025,0.0218763,0.034702641,0.013650993,0.022309557,0.020878158,0.031027455,0.020693149,0.033463375,0.032989755,0.041792613,0.01415358,0.021863088,0.028581688,0.036603743,0.022541134,0.024171329,0.014201247,0.024472288
4.480,0.014330972,0.019097891,0.021968139,0.034256493,0.013611592,0.022205642,0.020991066,0.030751979,0.020779765,0.033483522,0.032868205,0.04165694,0.014153431,0.021760187,0.028655596,0.036475434,0.022450373,0.02393287,0.014059904,0.024170573
4.490,0.014392698,0.019034764,0.022059135,0.033812087,0.013571266,0.022098809,0.021103944,0.030477379,0.020865755,0.033496333,0.032742718,0.041519448,0.014151141,0.021656797,0.028721781,0.036341375,0.022359171,0.023695605,0.013994047,0.023864629
4.500,0.014452112,0.018992767,0.022149147,0.033512138,0.01353001,0.021989149,0.021216672,0.030203712,0.020951005,0.033501951,0.032615707,0.04138126,0.014146782,0.02155293,0.028779973,0.036201735,0.022266583,0.023459603,0.013928892,0.02355824
4.510,0.014509023,0.01898297,0.022238029,0.033571593,0.013487813,0.021878368,0.02132912,0.029931038,0.021035406,0.033504093,0.032485938,0.041243439,0.014140422,0.021448596,0.028829925,0.036058881,0.022172576,0.023224931,0.013864382,0.023248531
4.520,0.014563232,0.018971324,0.022325634,0.033625222,0.013444939,0.021766334,0.021441158,0.02965941,0.021118847,0.033500272,0.03235412,0.041103967,0.014132125,0.02134381,0.028871407,0.035913483,0.02207712,0.02299165,0.013800459,0.022935332
4.530,0.014616094,0.018957874,0.022411814,0.03367308,0.013402351,0.021651696,0.021552651,0.029388881,0.02120122,0.03348967,0.0322206,0.040962906,0.014121951,0.021238587,0.02890421,0.035762928,0.021980187,0.022759817,0.013737068,0.022618931
4.540,0.014666826,0.018942664,0.02249642,0.033715226,0.013358777,0.02153455,0.021663461,0.029119501,0.021282419,0.033472446,0.032084548,0.040822535,0.014109954,0.021132942,0.028928147,0.035607378,0.021881752,0.02253051,0.013674154,0.022299613
4.550,0.014714267,0.018925741,0.022579304,0.033751722,0.013314205,0.02141717,0.02177345,0.02885132,0.021362339,0.033448763,0.031947779,0.04068146,0.014096188,0.021028164,0.028944555,0.035446995,0.021782409,0.022302868,0.013611662,0.021977661
4.560,0.014758197,0.018907691,0.022660725,0.033782634,0.013268622,0.021298147,0.021882474,0.028584386,0.021441644,0.03342173,0.031808021,0.040538906,0.0140807,0.020923006,0.028953836,0.035285503,0.021682999,0.022076778,0.013549541,0.021655231
4.570,0.01479839,0.018888994,0.022741392,0.03380803,0.013222012,0.021176846,0.021990394,0.028319505,0.021519817,0.03338996,0.031668481,0.040394911,0.014064759,0.02081746,0.028953857,0.035120539,0.021582005,0.021852284,0.013487739,0.021332023
4.580,0.014837308,0.018868705,0.022819948,0.033827983,0.013174363,0.021053363,0.022097066,0.028056719,0.021596443,0.033352171,0.031526194,0.040252136,0.014047218,0.020711544,0.028944509,0.034951128,0.021479413,0.021629428,0.013426208,0.021006876
4.590,0.014872156,0.018846872,0.022896256,0.033842566,0.01312566,0.020929681,0.022202347,0.027795263,0.021671426,0.033308526,0.03138367,0.040108268,0.014028076,0.020605277,0.028925705,0.03477742,0.021375209,0.021408246,0.0133649,0.020680056
4.600,0.014902627,0.01882354,0.02297018,0.033851854,0.01307589,0.020830843,0.022306095,0.027535186,0.021744671,0.033259188,0.03123932,0.039963002,0.014007373,0.020498679,0.028897379,0.034599562,0.021269384,0.021188772,0.013303771,0.020489959
4.610,0.01492849,0.018798755,0.023041592,0.033856487,0.013025038,0.020789794,0.022408169,0.02727653,0.021816085,0.033205758,0.03109429,0.039816356,0.013985147,0.020391768,0.028859486,0.034420958,0.021161932,0.020971037,0.013242776,0.020511026
4.620,0.014952188,0.018772565,0.023110369,0.033858441,0.012974371,0.020747191,0.022508426,0.027019341,0.021885581,0.033149664,0.030948302,0.039670601,0.013961436,0.020284923,0.028812001,0.034239561,0.02105285,0.020755067,0.013181875,0.020513965
4.630,0.014971168,0.018745013,0.023176393,0.033855328,0.012922777,0.020703075,0.022607151,0.026763662,0.021953072,0.033088286,0.030801228,0.039524078,0.013936277,0.020234392,0.028754919,0.034054358,0.020942322,0.020540887,0.013121029,0.020493012
4.640,0.014984905,0.018716147,0.023239551,0.033847231,0.012870049,0.020657487,0.022704963,0.026509534,0.022018476,0.033021772,0.030654017,0.039376183,0.013909705,0.020200846,0.028691666,0.033865483,0.020832008,0.020328518,0.013060202,0.020452622
4.650,0.014993962,0.018686012,0.023299738,0.033834231,0.012816177,0.02061047,0.022800589,0.026256999,0.022081715,0.032950267,0.030505263,0.039226934,0.013881755,0.020158419,0.028619311,0.033673071,0.020720056,0.020117979,0.012999358,0.020391967
4.660,0.014999719,0.01865596,0.023356855,0.033816414,0.01276115,0.020562261,0.022893896,0.026006094,0.022142715,0.032873909,0.03035724,0.039077356,0.013852464,0.020107279,0.02853745,0.033478625,0.020606478,0.019909284,0.012938466,0.02031067
4.670,0.014999632,0.01862482,0.023410989,0.033793862,0.012704958,0.020514137,0.02298475,0.025756856,0.022201407,0.032795808,0.030207627,0.038928208,0.013821865,0.020047605,0.028446148,0.033283582,0.02049129,0.019702447,0.012877495,0.020212911
4.680,0.014993504,0.018592526,0.023463824,0.033766664,0.012647593,0.020464692,0.023073021,0.025509321,0.022257726,0.032714049,0.030058601,0.038777732,0.013789992,0.019981062,0.028345486,0.033085307,0.020374514,0.019497477,0.01281642,0.020168582
4.690,0.014984088,0.018559121,0.023513355,0.033734906,0.012589049,0.020413969,0.023158581,0.02526352,0.022311611,0.032627767,0.029908825,0.038625959,0.013756877,0.019908474,0.02823556,0.032883923,0.020256171,0.019294384,0.012755215,0.020175485
4.700,0.01505003,0.018524647,0.023559507,0.033698674,0.012529322,0.020362013,0.023241307,0.025019482,0.02236301,0.032537085,0.029758549,0.038472922,0.013722553,0.019827883,0.028116485,0.032679552,0.020136291,0.019093172,0.012693856,0.020170057
4.710,0.015121007,0.018489147,0.023602211,0.033658059,0.012469358,0.020308867,0.023321078,0.024777235,0.022411872,0.032442121,0.029609007,0.038320101,0.013687091,0.019739495,0.027988386,0.032472316,0.020014904,0.018893845,0.012632324,0.020148361
4.720,0.015190756,0.01845266,0.023641404,0.033613147,0.012408651,0.020254573,0.023397779,0.024536802,0.022458155,0.032342989,0.029458494,0.038167292,0.013651617,0.019643523,0.027854889,0.032264169,0.019892044,0.018696405,0.012570601,0.020112279
4.730,0.015259158,0.018415226,0.023677028,0.033564029,0.01234674,0.020199176,0.023471297,0.024298203,0.02250182,0.032242892,0.029308405,0.038013309,0.013615009,0.019540582,0.027712963,0.032055262,0.019769155,0.018500852,0.012508671,0.020064494
4.740,0.015326098,0.018376883,0.023709034,0.033510792,0.012283629,0.020142717,0.023543123,0.024061456,0.022542836,0.032139406,0.029158725,0.037858205,0.013577292,0.019433499,0.027562427,0.031843762,0.019645306,0.018307185,0.01244652,0.02000168
4.750,0.015391463,0.018338466,0.023737375,0.033453525,0.012219323,0.020085239,0.023612059,0.023826575,0.022581177,0.03203202,0.029008423,0.037702033,0.013538488,0.019319445,0.027403455,0.031629784,0.019520076,0.018115637,0.012385067,0.019925851
4.760,0.015455145,0.018299708,0.023762013,0.033392318,0.012153829,0.020026783,0.023677539,0.023593572,0.022616822,0.031920841,0.028858566,0.037545457,0.01349862,0.019198655,0.027248107,0.031413441,0.01939351,0.018062957,0.012410422,0.019839364
4.770,0.015517038,0.01826013,0.023785166,0.03332918,0.012087157,0.019967864,0.023739472,0.023362454,0.022650706,0.031805974,0.028709625,0.037389822,0.013457706,0.01907137,0.027137141,0.031194847,0.019265654,0.018035615,0.01243394,0.019739206
4.780,0.015577041,0.018219765,0.023804687,0.033263221,0.01201932,0.019909032,0.023797774,0.023133361,0.022682621,0.031687524,0.028560362,0.037233242,0.013415762,0.018937833,0.027019684,0.030974566,0.01913656,0.018007323,0.012455577,0.019626987
4.790,0.015635916,0.018178644,0.023820426,0.033193552,0.011950333,0.019849321,0.023852366,0.022906765,0.022711819,0.03156734,0.028410882,0.037075771,0.013372803,0.01879998,0.026895857,0.030755172,0.019006277,0.017978116,0.012475289,0.019505723
4.800,0.015693217,0.018136796,0.023832364,0.033120257,0.011880784,0.019788771,0.023903178,0.022682031,0.022738299,0.031445428,0.028263164,0.036917459,0.013328841,0.018657732,0.026765786,0.03053378,0.018874859,0.017948029,0.012493443,0.019372232
4.810,0.015748379,0.01809425,0.023840485,0.033043422,0.011810853,0.01972742,0.023950146,0.022459157,0.022762067,0.031320186,0.028115613,0.036758355,0.013283885,0.018509901,0.026629602,0.0303105,0.018742357,0.017917094,0.012510481,0.01922706
4.820,0.01580132,0.01805103,0.02384478,0.032963129,0.011739812,0.019665306,0.023993418,0.022238141,0.022783129,0.03119172,0.027968063,0.036599461,0.013237943,0.018356739,0.026489003,0.030085438,0.018608828,0.017885345,0.012525479,0.019075122
4.830,0.01585196,0.018007162,0.023845242,0.03287946,0.011667688,0.019602466,0.024034889,0.022018979,0.0228015,0.031060136,0.027820591,0.036441249,0.013191021,0.018198498,0.026344414,0.029858701,0.018474325,0.017852812,0.012538402,0.018933537
4.840,0.015900226,0.017963022,0.023841873,0.032792495,0.011594507,0.019538937,0.024072388,0.021801665,0.022817195,0.03092554,0.027675029,0.036282323,0.013143122,0.01803543,0.026194082,0.029630394,0.01834033,0.017820371,0.012549212,0.018972541
4.850,0.015946051,0.017919116,0.023836341,0.032702314,0.011520298,0.019474754,0.024105879,0.021586193,0.022830235,0.03078804,0.02752985,0.036122713,0.01309425,0.017869259,0.026038153,0.029401141,0.018205628,0.017787473,0.012557885,0.019006606
4.860,0.015989506,0.017874609,0.023827812,0.032608994,0.011445093,0.019409952,0.024135337,0.021372555,0.022840642,0.030649818,0.027384888,0.035962445,0.013044406,0.017717158,0.025876777,0.029172977,0.018070085,0.017753865,0.012565747,0.019038104
4.870,0.016031824,0.017829521,0.023815473,0.032512611,0.011368924,0.019344565,0.024160742,0.021186077,0.022848442,0.030509902,0.027240194,0.035801541,0.012994608,0.017611276,0.025710106,0.028943476,0.017933756,0.017719575,0.012571414,0.01906524
4.880,0.016071547,0.017783868,0.023799339,0.032413241,0.011291827,0.019278626,0.024182084,0.021159443,0.022853662,0.030367343,0.027096519,0.035640035,0.012943894,0.017505603,0.025538298,0.028712737,0.017796696,0.017684631,0.012574859,0.019087666
4.890,0.016108626,0.017737668,0.023779431,0.032310957,0.011213838,0.019212912,0.024199359,0.021131837,0.022856333,0.030222247,0.026954312,0.035480119,0.012892196,0.017400687,0.02536151,0.028480858,0.01765896,0.017649058,0.012576061,0.019105467
4.900,0.016143019,0.017690935,0.023755774,0.032205832,0.011136114,0.019147234,0.024212984,0.02110328,0.022856485,0.030074722,0.026812454,0.035319579,0.012839513,0.017296307,0.025179904,0.028247935,0.017520603,0.017612882,0.012575961,0.019118728
4.910,0.016174689,0.017643684,0.023728398,0.032097937,0.011057602,0.019081077,0.024224622,0.021073795,0.022854151,0.029924872,0.026670981,0.035158426,0.012785844,0.017192187,0.024993642,0.028014061,0.017381677,0.017576128,0.012574032,0.019128501
4.920,0.016203602,0.017595928,0.023697333,0.031987342,0.011023255,0.019014469,0.024232222,0.021043399,0.022849365,0.029772803,0.026529923,0.034996675,0.012731189,0.017088348,0.02480289,0.027779329,0.017242237,0.017538819,0.012569813,0.019135589
4.930,0.016230636,0.017547681,0.023664647,0.031876063,0.01110997,0.018947437,0.024235804,0.021012111,0.022843479,0.02961915,0.026389842,0.034834338,0.012675547,0.01698481,0.024607814,0.027545025,0.017102335,0.017501486,0.012563359,0.019138374
4.940,0.016255656,0.01749982,0.023628813,0.031762783,0.011194143,0.01888001,0.024235393,0.020979948,0.022835678,0.029465702,0.026251385,0.034671431,0.01261892,0.016881593,0.024410285,0.027311381,0.016962024,0.017464159,0.012555962,0.019136942
4.950,0.016277863,0.017451711,0.023589398,0.031646971,0.011276066,0.018812213,0.024231021,0.020946926,0.022825523,0.029310275,0.026113393,0.034508045,0.01256131,0.016778718,0.024209933,0.027077073,0.016821354,0.01742633,0.01254625,0.01913138
4.960,0.016297243,0.017403131,0.023546446,0.031528693,0.011356318,0.018744069,0.024222722,0.020913189,0.02281305,0.029152968,0.025975894,0.034346087,0.012502719,0.016676204,0.024005695,0.026842187,0.016680378,0.01738802,0.012534222,0.019121777
4.970,0.016313788,0.017354092,0.023500008,0.031408015,0.011433943,0.018675603,0.024210536,0.020879671,0.022798296,0.028993872,0.025838912,0.034183586,0.012443151,0.016574069,0.023797739,0.026606805,0.016540022,0.017349251,0.012521112,0.019108667
4.980,0.016327491,0.017304604,0.023450134,0.031285003,0.011508911,0.018606835,0.024195971,0.020845324,0.022781298,0.028833081,0.025702473,0.03402057,0.012382613,0.016472331,0.023586235,0.026371005,0.016399829,0.01731004,0.012505898,0.019093799
4.990,0.01633937,0.01725468,0.023396881,0.03115972,0.011581198,0.018537786,0.024178652,0.020810163,0.022762093,0.028670682,0.02556756,0.033857074,0.01232111,0.016371008,0.0236628,0.026134866,0.016259447,0.017270407,0.012488376,0.019075125
